Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
VEGF signaling pathway	432	KEGG	9606	3	62	0.10144661772746157	0.1472055176385719	AKT2; KRAS; SRC; 	AKT2|IDBG-51270|ENSG00000105221|208|; KRAS|IDBG-23889|ENSG00000133703|3845|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Erk and pi-3 kinase are necessary for collagen binding in corneal epithelia	4125	PID BIOCARTA	9606	2	31	0.10741305133219828	0.15261604376783172	ACTA1; SRC; 	ACTA1|IDBG-107311|ENSG00000143632|58|; SRC|IDBG-74081|ENSG00000197122|6714|; 
RhoA signaling pathway	15635	PID NCI	9606	2	31	0.10741305133219828	0.15261604376783172	ACTA1; JUN; 	ACTA1|IDBG-107311|ENSG00000143632|58|; JUN|IDBG-99221|ENSG00000177606|3725|; 
Signaling mediated by p38-alpha and p38-beta	15526	PID NCI	9606	2	31	0.10741305133219828	0.15261604376783172	ESR1; JUN; 	ESR1|IDBG-97997|ENSG00000091831|2099|; JUN|IDBG-99221|ENSG00000177606|3725|; 
VEGFR2 mediated cell proliferation	18519	REACTOME	9606	2	31	0.10741305133219828	0.15261604376783172	JAK2; KRAS; 	JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
disassembly of the destruction complex and recruitment of AXIN to the membrane	17567	REACTOME	9606	2	31	0.10741305133219828	0.15261604376783172	LRP5; LRP6; 	LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
Epigenetic regulation of gene expression	17815	REACTOME	9606	4	101	0.1099582725524105	0.15590757147763817	HIST2H2AC; HIST2H2BE; SIRT1; SUZ12; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SUZ12|IDBG-39777|ENSG00000178691|23512|; 
Phospholipids as signalling intermediaries	3981	PID BIOCARTA	9606	2	32	0.11326813873229906	0.15960510457733051	SHC1; SRC; 	SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Signaling by NOTCH2	18259	REACTOME	9606	2	32	0.11326813873229906	0.15960510457733051	EP300; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; UBC|IDBG-64029|ENSG00000150991|7316|; 
mRNA 3'-end processing	13667	REACTOME	9606	2	32	0.11326813873229906	0.15960510457733051	SRSF3; SRSF9; 	SRSF3|IDBG-84998|ENSG00000112081|6428|; SRSF9|IDBG-60612|ENSG00000111786|283459,8683|; 
VEGF signaling pathway	16190	INOH	9606	6	183	0.11405833215806295	0.16038718047793593	AKT2; CSNK1E; EGFR; JAK2; MAP3K7; SRC; 	AKT2|IDBG-51270|ENSG00000105221|208|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Chagas disease (American trypanosomiasis)	10366	KEGG	9606	4	103	0.11592941157857037	0.16268283682424894	AKT2; JUN; SMAD2; SMAD3; 	AKT2|IDBG-51270|ENSG00000105221|208|; JUN|IDBG-99221|ENSG00000177606|3725|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Regulation of actin dynamics for phagocytic cup formation	13005	REACTOME	9606	3	66	0.11667899704086704	0.16339851330979738	ACTG1; ACTR3; NCKIPSD; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; ACTR3|IDBG-67369|ENSG00000115091|10096|; NCKIPSD|IDBG-239383|ENSG00000213672|51517|; 
Assembly of the pre-replicative complex	12961	REACTOME	9606	3	67	0.12061459774214026	0.16787582787783603	GMNN; MCM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Cytosolic sensors of pathogen-associated DNA 	19557	REACTOME	9606	3	67	0.12061459774214026	0.16787582787783603	APP; EP300; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; EP300|IDBG-8992|ENSG00000100393|2033|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Epithelial cell signaling in Helicobacter pylori infection	457	KEGG	9606	3	67	0.12061459774214026	0.16787582787783603	EGFR; JUN; SRC; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Signaling by FGFR	13320	REACTOME	9606	5	145	0.12208468855891952	0.16854606801049213	AKT2; EGFR; JAK2; KRAS; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; UBC|IDBG-64029|ENSG00000150991|7316|; 
GTP hydrolysis and joining of the 60S ribosomal subunit	13444	REACTOME	9606	4	105	0.12204014125319773	0.16882632116568125	EIF1AX; EIF5; EIF5B; RPS4Y1; 	EIF1AX|IDBG-50658|ENSG00000173674|1964|; EIF5|IDBG-21484|ENSG00000100664|1983|; EIF5B|IDBG-63343|ENSG00000158417|9669|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; 
Orphan transporters	18365	REACTOME	9606	4	105	0.12204014125319773	0.16882632116568125	NCOA2; NCOA6; TBL1X; TBL1XR1; 	NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
VEGFA-VEGFR2 Pathway	18745	REACTOME	9606	4	105	0.12204014125319773	0.16882632116568125	ACTG1; AKT2; JAK2; KRAS; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
LKB1 signaling events	15286	PID NCI	9606	2	34	0.12521522508631952	0.17217093449368934	ESR1; MAPT; 	ESR1|IDBG-97997|ENSG00000091831|2099|; MAPT|IDBG-55163|ENSG00000186868|4137|; 
Trefoil factors initiate mucosal healing	4063	PID BIOCARTA	9606	2	34	0.12521522508631952	0.17217093449368934	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Mitotic Prophase	18847	REACTOME	9606	4	107	0.1282865362605026	0.17568557777040716	CCNB2; HIST2H2AC; HIST2H2BE; HIST3H3; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; 
T cell receptor signaling pathway	563	KEGG	9606	4	107	0.1282865362605026	0.17568557777040716	AKT2; JUN; KRAS; MAP3K7; 	AKT2|IDBG-51270|ENSG00000105221|208|; JUN|IDBG-99221|ENSG00000177606|3725|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; 
FRS2-mediated cascade	13310	REACTOME	9606	2	35	0.1312978102408049	0.17873274767311165	JAK2; KRAS; 	JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
IL11	16509	NETPATH	9606	2	35	0.1312978102408049	0.17873274767311165	JAK2; SRC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SRC|IDBG-74081|ENSG00000197122|6714|; 
TWEAK	15930	NETPATH	9606	2	35	0.1312978102408049	0.17873274767311165	AKT2; MAP3K7; 	AKT2|IDBG-51270|ENSG00000105221|208|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; 
NGF signalling via TRKA from the plasma membrane	18753	REACTOME	9606	6	191	0.13211702964060823	0.17948966975078648	AKT2; EGFR; JAK2; KRAS; RALB; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; RALB|IDBG-68212|ENSG00000144118|5899|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
RIG-I-like receptor signaling pathway	5713	KEGG	9606	3	70	0.13270780052910655	0.17993383690029954	CYLD; MAP3K7; PIN1; 	CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; PIN1|IDBG-26087|ENSG00000127445|5300|; 
NCAM signaling for neurite out-growth	13914	REACTOME	9606	3	71	0.13683021465822365	0.18515517142243756	CACNB3; JAK2; KRAS; 	CACNB3|IDBG-30418|ENSG00000167535|784|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
TNF receptor signaling pathway	15154	PID NCI	9606	2	36	0.13744705156004552	0.18562156270089317	CYLD; MAP3K7; 	CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; 
Melanoma	490	KEGG	9606	3	72	0.1409962360453479	0.1896635759032096	AKT2; EGFR; KRAS; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Removal of licensing factors from origins	12932	REACTOME	9606	3	72	0.1409962360453479	0.1896635759032096	GMNN; MCM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Activation of ATR in response to replication stress	12901	REACTOME	9606	2	37	0.14365859288446745	0.19248558024991513	DBF4; MCM2; 	DBF4|IDBG-25283|ENSG00000006634|10926|; MCM2|IDBG-54871|ENSG00000073111|4171|; 
IL2-mediated signaling events	15044	PID NCI	9606	2	37	0.14365859288446745	0.19248558024991513	JUN; SHC1; 	JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Resolution of Sister Chromatid Cohesion	12939	REACTOME	9606	4	112	0.14446919525686996	0.19319213953957903	CCNB2; MIS12; NUDC; TUBA4A; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; MIS12|IDBG-21731|ENSG00000167842|79003|; NUDC|IDBG-94765|ENSG00000090273|10726|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Bladder cancer	514	KEGG	9606	2	38	0.14992821205954968	0.1985457099507046	EGFR; KRAS; 	EGFR|IDBG-16933|ENSG00000146648|1956|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Cysteine and methionine metabolism	4362	KEGG	9606	2	38	0.14992821205954968	0.1985457099507046	AHCYL1; AHCYL2; 	AHCYL1|IDBG-100935|ENSG00000168710|10768|; AHCYL2|IDBG-40716|ENSG00000158467|23382|; 
Inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages	4022	PID BIOCARTA	9606	2	38	0.14992821205954968	0.1985457099507046	CSNK2A1; LRP6; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	15219	PID NCI	9606	2	38	0.14992821205954968	0.1985457099507046	EGFR; SRC; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Downstream signaling events of B Cell Receptor (BCR)	19698	REACTOME	9606	5	155	0.14915882417699172	0.199073029527805	AKT2; EGFR; KRAS; MAP3K7; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by VEGF	17346	REACTOME	9606	4	114	0.1511577984888039	0.19978608249876792	ACTG1; AKT2; JAK2; KRAS; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Regulation of DNA replication	19523	REACTOME	9606	3	75	0.15374353760712173	0.2028106240774797	GMNN; MCM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; UBC|IDBG-64029|ENSG00000150991|7316|; 
BCR	15916	NETPATH	9606	5	157	0.154859360027585	0.20388819215987058	CD81; HNRNPK; JUN; MAP3K7; SHC1; 	CD81|IDBG-22455|ENSG00000110651|975|; HNRNPK|IDBG-73948|ENSG00000165119|3190|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Hedgehog	15914	NETPATH	9606	2	39	0.1562518175336254	0.2049302683806395	GAS1; YWHAE; 	GAS1|IDBG-74874|ENSG00000180447|2619|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
RNA Polymerase I Promoter Opening	13737	REACTOME	9606	2	39	0.1562518175336254	0.2049302683806395	HIST2H2AC; HIST2H2BE; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
Cell Cycle Checkpoints	19894	REACTOME	9606	4	117	0.16140797081939656	0.2112864416484231	CCNB2; DBF4; MCM2; UBC; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; DBF4|IDBG-25283|ENSG00000006634|10926|; MCM2|IDBG-54871|ENSG00000073111|4171|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Aldosterone-regulated sodium reabsorption	8110	KEGG	9606	2	40	0.16262544511070595	0.21206606800287087	KRAS; SLC9A3R2; 	KRAS|IDBG-23889|ENSG00000133703|3845|; SLC9A3R2|IDBG-9763|ENSG00000065054|9351|; 
Bacterial invasion of epithelial cells	10364	KEGG	9606	3	77	0.16243705410909043	0.2122261894681986	ACTG1; SHC1; SRC; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Cleavage of Growing Transcript in the Termination Region 	13761	REACTOME	9606	2	41	0.16904525469060822	0.21918034923763272	SRSF3; SRSF9; 	SRSF3|IDBG-84998|ENSG00000112081|6428|; SRSF9|IDBG-60612|ENSG00000111786|283459,8683|; 
DNA methylation	18620	REACTOME	9606	2	41	0.16904525469060822	0.21918034923763272	HIST2H2AC; HIST2H2BE; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
RNA Polymerase II Transcription Termination	17068	REACTOME	9606	2	41	0.16904525469060822	0.21918034923763272	SRSF3; SRSF9; 	SRSF3|IDBG-84998|ENSG00000112081|6428|; SRSF9|IDBG-60612|ENSG00000111786|283459,8683|; 
Signaling by FGFR in disease	16656	REACTOME	9606	5	162	0.16949767573883168	0.2193499333090763	AKT2; EGFR; JAK2; KRAS; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; UBC|IDBG-64029|ENSG00000150991|7316|; 
AMER1 mutants destabilize the destruction complex	16848	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
APC truncation mutants are not K63 polyubiquitinated	16833	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
APC truncation mutants have impaired AXIN binding	17628	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
AXIN missense mutants destabilize the destruction complex	17110	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
AXIN mutants destabilize the destruction complex, activating WNT signaling	16826	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Degradation of beta-catenin by the destruction complex	13328	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IL2	15918	NETPATH	9606	3	81	0.18024855555943795	0.22432393228382605	JAK2; JUN; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
S33 mutants of beta-catenin aren't phosphorylated	18561	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
S37 mutants of beta-catenin aren't phosphorylated	19772	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
S45 mutants of beta-catenin aren't phosphorylated	18114	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
T41 mutants of beta-catenin aren't phosphorylated	17841	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TCF7L2 mutants don't bind CTBP	19152	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
deletions in the AMER1 gene destabilize the destruction complex	18145	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling	19027	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
misspliced GSK3beta mutants stabilize beta-catenin	18097	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	18661	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
truncated APC mutants destabilize the destruction complex	16689	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
truncations of AMER1 destabilize the destruction complex	18627	REACTOME	9606	3	81	0.18024855555943795	0.22432393228382605	TLE1; TLE2; UBC; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Gap junction trafficking	18109	REACTOME	9606	2	43	0.18200866119827636	0.2256907398858627	ACTG1; TUBA4A; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
IL6-mediated signaling events	15826	PID NCI	9606	2	43	0.18200866119827636	0.2256907398858627	JAK2; JUN; 	JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; 
Insulin Pathway	15835	PID NCI	9606	2	42	0.1755075271366553	0.2266972225515131	AKT2; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
TSH	15927	NETPATH	9606	3	82	0.18478275643550943	0.2283004345815533	JAK2; SHC1; SRC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
p75 NTR receptor-mediated signalling	17826	REACTOME	9606	3	82	0.18478275643550943	0.2283004345815533	HDAC3; UBC; YWHAE; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	19264	REACTOME	9606	4	122	0.17903342875827066	0.23081436372994443	CHD3; CHD4; HIST2H2AC; HIST2H2BE; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
Focal adhesion	546	KEGG	9606	6	210	0.17997516971678895	0.23159069008839633	ACTG1; AKT2; EGFR; JUN; SHC1; SRC; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Gap junction trafficking and regulation	19768	REACTOME	9606	2	44	0.18854517050914557	0.2316897410580852	ACTG1; TUBA4A; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Nfat and hypertrophy of the heart 	4058	PID BIOCARTA	9606	2	44	0.18854517050914557	0.2316897410580852	ACTA1; SHC1; 	ACTA1|IDBG-107311|ENSG00000143632|58|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
PLK1 signaling events	15874	PID NCI	9606	2	44	0.18854517050914557	0.2316897410580852	NUDC; ODF2; 	NUDC|IDBG-94765|ENSG00000090273|10726|; ODF2|IDBG-88092|ENSG00000136811|4957|; 
Negative epigenetic regulation of rRNA expression	19850	REACTOME	9606	3	84	0.19394032470719696	0.23789082994659771	HIST2H2AC; HIST2H2BE; SIRT1; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; SIRT1|IDBG-75847|ENSG00000096717|23411|; 
Calcineurin-regulated NFAT-dependent transcription in lymphocytes	15231	PID NCI	9606	2	45	0.19511368064078666	0.23890041328010145	EGR2; JUN; 	EGR2|IDBG-75626|ENSG00000122877|1959|; JUN|IDBG-99221|ENSG00000177606|3725|; 
Signaling by SCF-KIT	13325	REACTOME	9606	4	127	0.19727393631693696	0.24111258883181186	AKT2; EGFR; JAK2; KRAS; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Alzheimer's disease	521	KEGG	9606	5	172	0.20029518478022426	0.24436729162810902	APBB1; APP; EIF2AK3; MAPT; NDUFS1; 	APBB1|IDBG-28785|ENSG00000166313|322|; APP|IDBG-1100|ENSG00000142192|351|; EIF2AK3|IDBG-60518|ENSG00000172071|9451|; MAPT|IDBG-55163|ENSG00000186868|4137|; NDUFS1|IDBG-79438|ENSG00000023228|4719|; 
Axon guidance	494	KEGG	9606	4	128	0.20098944384500578	0.24477642982552486	DPYSL2; DPYSL5; EPHB3; KRAS; 	DPYSL2|IDBG-13200|ENSG00000092964|102723812,1808|; DPYSL5|IDBG-36183|ENSG00000157851|56896|; EPHB3|IDBG-68339|ENSG00000182580|2049|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Pre-NOTCH Expression and Processing	17056	REACTOME	9606	2	46	0.20171092625376247	0.24478087492004627	EP300; JUN; 	EP300|IDBG-8992|ENSG00000100393|2033|; JUN|IDBG-99221|ENSG00000177606|3725|; 
RNA Polymerase I Transcription Initiation	13738	REACTOME	9606	2	46	0.20171092625376247	0.24478087492004627	CHD3; CHD4; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; 
Platelet activation, signaling and aggregation	17662	REACTOME	9606	6	219	0.20479505365606482	0.2480821076259968	AKT2; APP; JAK2; SHC1; TUBA4A; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Nucleotide excision repair	2801	KEGG	9606	2	47	0.20833374827052092	0.2510311242411577	CUL4A; PCNA; 	CUL4A|IDBG-52956|ENSG00000139842|8451|; PCNA|IDBG-50801|ENSG00000132646|5111|; 
Validated transcriptional targets of deltaNp63 isoforms	15671	PID NCI	9606	2	47	0.20833374827052092	0.2510311242411577	CCNB2; DLX5; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; DLX5|IDBG-28081|ENSG00000105880|1749|; 
p53 pathway	15289	PID NCI	9606	2	47	0.20833374827052092	0.2510311242411577	HUWE1; PIN1; 	HUWE1|IDBG-70116|ENSG00000086758|10075|; PIN1|IDBG-26087|ENSG00000127445|5300|; 
Eukaryotic Translation Elongation	13453	REACTOME	9606	3	88	0.2125790499723558	0.255694730301846	EEF1A1; EEF1A2; RPS4Y1; 	EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; 
